,,timestamp,duration,number_of_trees,training_rmse,training_mae,training_deviance,validation_rmse,validation_mae,validation_deviance
0,,2018-10-03 00:40:22, 0.633 sec,0.0,,,,,,
1,,2018-10-03 00:40:22, 0.641 sec,1.0,0.3327177587852354,0.11070110701107011,0.11070110701107011,0.23287316425285293,0.058482142786184944,0.05422991062913622
2,,2018-10-03 00:40:22, 0.650 sec,2.0,0.27239844574081024,0.0821917808219178,0.07420091324200913,0.20108753789178307,0.06569940472642581,0.04043619789537929
3,,2018-10-03 00:40:22, 0.655 sec,3.0,0.27578366871877474,0.08768287856100859,0.07605663193198689,0.20601588040720778,0.07356150791285529,0.042442542979956935
4,,2018-10-03 00:40:22, 0.662 sec,4.0,0.26522372783076065,0.08910010242333975,0.0703436258044454,0.19405435558780637,0.08229225709856976,0.0376570929225988
5,,2018-10-03 00:40:22, 0.669 sec,5.0,0.26295478379630915,0.08992145072725316,0.0691452183213637,0.18975062944618956,0.08011951996457009,0.03600530137522514
6,,2018-10-03 00:40:22, 0.676 sec,6.0,0.24935959559043044,0.08645675742213564,0.06218020791302301,0.18510251421801993,0.08065515552603061,0.03426294076983227
7,,2018-10-03 00:40:22, 0.684 sec,7.0,0.24330030267260977,0.09243556172907275,0.05919503728058352,0.1757701511036108,0.0790941178241149,0.03089514601898617
8,,2018-10-03 00:40:22, 0.691 sec,8.0,0.23644987248103416,0.09088571711345847,0.05590854219629731,0.170162967347483,0.07441568642943389,0.02895543545650057
9,,2018-10-03 00:40:22, 0.699 sec,9.0,0.22938110512941304,0.08925910655431002,0.05261569139039084,0.1700124580515551,0.07408378476267138,0.028904235892731785
10,,2018-10-03 00:40:22, 0.706 sec,10.0,0.22800641183211662,0.09172502844557262,0.051986923836556766,0.17067641027832084,0.07664564438164234,0.029130437025493703
11,,2018-10-03 00:40:22, 0.713 sec,11.0,0.21946822995993986,0.08727797296681752,0.04816630396174905,0.17044144238558703,0.07725361610452335,0.029050285282479386
12,,2018-10-03 00:40:22, 0.719 sec,12.0,0.2158127637827427,0.08582734381423687,0.04657514901154589,0.16798048895770973,0.07475099994963597,0.02821744467047124
