,,timestamp,duration,training_speed,epochs,iterations,samples,training_rmse,training_deviance,training_mae,training_r2,validation_rmse,validation_deviance,validation_mae,validation_r2
0,,2018-10-03 00:40:36, 0.000 sec,,0.0,0,0.0,,,,,,,,
1,,2018-10-03 00:40:36, 5.570 sec,153200 obs/sec,1.0295698924731183,1,766.0,0.22403739325074476,0.05019275357458885,0.16355395439287762,0.799223182232522,0.22614306788063274,0.05114068715046447,0.16869499689913045,0.7954372513981421
2,,2018-10-03 00:40:36, 5.623 sec,160452 obs/sec,11.43010752688172,11,8504.0,0.15881910054401685,0.02522350669761053,0.08245525590147446,0.899103056775773,0.15188081015088387,0.023067780492088828,0.08556685760800738,0.9077288780316447
