,,timestamp,duration,training_speed,epochs,iterations,samples,training_rmse,training_logloss,training_r2,training_classification_error,validation_rmse,validation_logloss,validation_r2,validation_classification_error
0,,2018-10-03 00:53:00, 0.000 sec,,0.0,0,0.0,,,,,,,,
1,,2018-10-03 00:53:02, 6.892 sec,10800 obs/sec,1.0693069306930694,1,108.0,0.6050685922838384,4.983685372963562,0.46417966686391743,0.40594059405940597,0.6541352189001751,5.933521441189728,0.2550539539095623,0.4411764705882353
2,,2018-10-03 00:53:02, 7.010 sec,10136 obs/sec,11.03960396039604,11,1115.0,0.10006368584636405,0.05620735136483619,0.9853457714149418,0.009900990099009901,0.07342149928760797,0.044509785044660195,0.9906149573183252,0.0
