,,timestamp,duration,number_of_trees,training_rmse,training_logloss,training_auc,training_lift,training_classification_error,validation_rmse,validation_logloss,validation_auc,validation_lift,validation_classification_error
0,,2018-10-03 00:34:50,57.504 sec,0.0,,,,,,,,,,
1,,2018-10-03 00:34:50,57.707 sec,1.0,0.5189022816856959,5.820969081772964,0.6653744810865104,1.2488780031468412,0.35939618132941203,0.5210853192503845,5.8876986727696545,0.6616758080619087,1.2438113944759792,0.3606925405626042
2,,2018-10-03 00:34:50,57.888 sec,2.0,0.5024122896808629,4.419789682106254,0.6778684751735385,1.2864768493413878,0.36071503976353014,0.4687433669011712,1.740505247471603,0.7082804262351772,1.3949412122833533,0.3606925405626042
3,,2018-10-03 00:34:50,58.107 sec,3.0,0.4913234616650874,3.6627028563088264,0.6874350228627847,1.3091707095353629,0.36039980640005403,0.4537022037362498,1.0728904031395279,0.7251768796507896,1.4477289014991177,0.3606925405626042
4,,2018-10-03 00:34:50,58.358 sec,4.0,0.4837984516338445,3.076370616430402,0.6930310044050515,1.326133189388641,0.36015483611502114,0.4465273618446079,0.8402528599551237,0.7340877530792689,1.4742496789846662,0.3599102010272458
5,,2018-10-03 00:34:51,58.626 sec,5.0,0.47630698636637997,2.6013412875862203,0.7013831548835202,1.3467867750994218,0.3604291740654096,0.4420758189363134,0.7421319747020699,0.7417922322776399,1.4932687847599397,0.35939997959114256
6,,2018-10-03 00:34:51,58.904 sec,6.0,0.47116933876762296,2.26738050795935,0.7064681179818822,1.362676285153068,0.3604224970659926,0.4394401477611514,0.6984383666693996,0.7457399964215143,1.5019529850546638,0.358379536718936
7,,2018-10-03 00:34:51,59.194 sec,7.0,0.46553730047421743,1.9417070662544875,0.7125570292364353,1.3773149131090439,0.36057802449555026,0.4368326094563733,0.6511266042928385,0.7505114494984451,1.5121299807483735,0.34487567604340286
8,,2018-10-03 00:34:52,59.454 sec,8.0,0.4597361079765243,1.636349224198944,0.7193693376238492,1.3943251264340601,0.36061944982161304,0.43499670080569114,0.6250247869518036,0.7534450777206753,1.5178908928310364,0.34548794176672676
9,,2018-10-03 00:34:52,59.724 sec,9.0,0.45553705450805115,1.4170957536511877,0.7241521698822994,1.412832890415816,0.360577915376677,0.43346189896350873,0.6033528567744094,0.7562045884294893,1.5247464281650325,0.3453178679546923
10,,2018-10-03 00:34:52, 1 min  0.035 sec,10.0,0.4528965693132891,1.2734831829166722,0.72751642991568,1.426094588637665,0.36055892658747113,0.43272633230292223,0.59092435023508,0.75757541638531,1.5281947472185475,0.34831116704649817
11,,2018-10-03 00:34:52, 1 min  0.329 sec,11.0,0.45017945527790926,1.150890731222438,0.7309026717755872,1.4365905240416126,0.3605211615430469,0.43192996275533185,0.5840457059923795,0.7593153923353975,1.5295575796623908,0.34375318888397566
12,,2018-10-03 00:34:53, 1 min  0.660 sec,12.0,0.44824522609824535,1.0466385145194832,0.7329211800804688,1.4458596122653762,0.3605691229560416,0.4315950252292774,0.5786902439544084,0.759523252580579,1.5301435569584625,0.35402564713085477
13,,2018-10-03 00:34:53, 1 min  0.969 sec,13.0,0.44585303444299745,0.947274583468023,0.7363844643185332,1.458437913629158,0.3605644073976715,0.43076288544160396,0.5730096266270598,0.7614066639913322,1.5322027697700413,0.3450117350930304
14,,2018-10-03 00:34:53, 1 min  1.286 sec,14.0,0.4438709576210835,0.8823479679895476,0.7392459751752515,1.4666024178519455,0.36062962774699675,0.4302166971180165,0.5642743124474158,0.7625256432217651,1.5363734958492503,0.33450117350930303
15,,2018-10-03 00:34:57, 1 min  5.350 sec,37.0,0.4294941484392835,0.5738087432270446,0.7642381004302945,1.5308605487732283,0.34169528223692003,0.42646535777685374,0.5351580232853808,0.7709390183288513,1.5456265200906547,0.3391271811966393
16,,2018-10-03 00:35:00, 1 min  7.730 sec,50.0,0.4277635500028111,0.5534217490849107,0.7681027583334255,1.5369077778376745,0.329837441006817,0.4256749559767546,0.5299415657601825,0.7731858176363149,1.553551838399632,0.3383108268988741
