,,timestamp,duration,training_speed,epochs,iterations,samples,training_rmse,training_logloss,training_r2,training_auc,training_lift,training_classification_error,validation_rmse,validation_logloss,validation_r2,validation_auc,validation_lift,validation_classification_error
0,,2018-10-03 00:38:30, 0.000 sec,,0.0,0,0.0,,,,,,,,,,,,
1,,2018-10-03 00:38:30,13.338 sec,377339 obs/sec,0.8457381125564558,1,99995.0,0.43299526221676304,0.5499510525285725,0.1869834403330144,0.7566500135025656,1.5487977369165489,0.35685924161207067,0.43629193194087235,0.5596925157211867,0.17451833542632988,0.7500593244890748,1.5482314553914143,0.35293717473383446
2,,2018-10-03 00:38:32,15.761 sec,506225 obs/sec,10.990755620210768,13,1299481.0,0.43152584091042634,0.5486448712761098,0.19249221533254368,0.764914737281096,1.5487977369165489,0.33402819138376016,0.4355187016107287,0.5601611150069934,0.1774417076095801,0.7567383156571594,1.5482314553914143,0.3394673288207082
